,word,sentiment_score
1230,bullshit,-0.0503472448434467
1231,bully,-2.2
1232,bullying,-2.9
1233,bummer,-0.18575318904973456
1234,buoyant,0.9
1235,burden,-1.9
1236,burdened,-1.7
1237,burdener,-1.3
1238,burdeners,-1.7
1239,burdening,-1.4
1240,burdens,-1.5
1241,burdensome,-1.8
1242,bwahaha,0.4
1243,bwahahah,2.5
1244,calm,1.5500099820323416
1245,calmative,1.1
1246,calmatives,0.5
1247,calmed,1.6
1248,calmer,1.5
1249,calmest,1.6
1250,calming,1.7
1251,calmly,1.3
1252,calmness,1.7
1253,calmnesses,1.6
1254,calmodulin,0.2
1255,calms,1.3
1256,can't stand,-2.0
1257,cancel,-0.027355187452650566
1258,cancelled,-1.0
1259,cancelling,-0.8
1260,cancels,-0.9
1261,cancer,1.4312652320163304
1262,capable,-0.17034431814423218
1263,captivated,1.6
1264,care,0.45419983160745453
1265,cared,1.8
1266,carefree,1.7
1267,careful,-0.6946502444698953
1268,carefully,-0.15661897275148687
1269,carefulness,2.0
1270,careless,-1.5
1271,carelessly,-1.0
1272,carelessness,-1.4
1273,carelessnesses,-1.6
1274,cares,2.0
1275,caring,2.2
1276,casual,0.8
1277,casually,0.7
1278,casualty,-2.4
1279,catastrophe,-3.4
1280,catastrophic,-2.2
1281,cautious,-0.2930035422510701
1282,celebrate,0.060656557906557794
1283,celebrated,2.7
1284,celebrates,2.7
1285,celebrating,2.7
1286,censor,-2.0
1287,censored,-0.6
1288,censors,-1.2
1289,certain,0.007332256483783708
1290,certainly,-0.020696431742500385
1291,certainties,0.9
1292,certainty,0.059413056498303043
1293,chagrin,-1.9
1294,chagrined,-1.4
1295,challenge,0.6730701554019576
1296,challenged,-0.4
1297,challenger,0.5
1298,challengers,0.4
1299,challenges,0.3
1300,challenging,0.2740385986542907
1301,challengingly,-0.6
1302,champ,0.3075394522417788
1303,champac,-0.2
1304,champagne,0.6683968856059093
1305,champagnes,0.5
1306,champaign,0.2
1307,champaigns,0.5
1308,champaks,-0.2
1309,champed,1.0
1310,champer,-0.1
1311,champers,0.5
1312,champerties,-0.1
1313,champertous,0.3
1314,champerty,-0.2
1315,champignon,0.4
1316,champignons,0.2
1317,champing,0.7
1318,champion,2.9
1319,championed,1.2
1320,championing,1.8
1321,champions,2.4
1322,championship,1.9
1323,championships,2.2
1324,champs,1.8
1325,champy,1.0
1326,chance,0.164426297272767
1327,chances,0.8
1328,chaos,-0.13655256883005187
1329,chaotic,-2.2
1330,charged,-0.8
1331,charges,-1.1
1332,charitable,1.7
1333,charitableness,1.9
1334,charitablenesses,1.6
1335,charitably,1.4
1336,charities,2.2
1337,charity,1.8
1338,charm,-0.05428865269092177
1339,charmed,2.0
1340,charmer,1.9
1341,charmers,2.1
1342,charmeuse,0.3
1343,charmeuses,0.4
1344,charming,2.8
1345,charminger,1.5
1346,charmingest,2.4
1347,charmingly,2.2
1348,charmless,-1.8
1349,charms,1.9
1350,chastise,-2.5
1351,chastised,-2.2
1352,chastises,-1.7
1353,chastising,-1.7
1354,cheat,0.9628668396885606
1355,cheated,-2.3
1356,cheater,-2.5
1357,cheaters,-1.9
1358,cheating,-2.6
1359,cheats,-1.8
1360,cheer,0.9173922836330525
1361,cheered,2.3
1362,cheerer,1.7
1363,cheerers,1.8
1364,cheerful,2.5
1365,cheerfuller,1.9
1366,cheerfullest,3.2
1367,cheerfully,2.1
1368,cheerfulness,2.1
1369,cheerier,2.6
1370,cheeriest,2.2
1371,cheerily,2.5
1372,cheeriness,2.5
1373,cheering,2.3
1374,cheerio,1.2
1375,cheerlead,1.7
1376,cheerleader,-0.13370462130674243
1377,cheerleaders,1.2
1378,cheerleading,1.2
1379,cheerleads,1.2
1380,cheerled,1.5
1381,cheerless,-1.7
1382,cheerlessly,-0.8
1383,cheerlessness,-1.7
1384,cheerly,2.4
1385,cheers,2.1
1386,cheery,2.6
1387,cherish,1.6
1388,cherishable,2.0
1389,cherished,2.3
1390,cherisher,2.2
1391,cherishers,1.9
1392,cherishes,2.2
1393,cherishing,2.0
1394,chic,1.1
1395,childish,-1.2
1396,chilling,-0.1
1397,choke,-0.13084897998184492
1398,choked,-2.1
1399,chokes,-2.0
1400,choking,-2.0
1401,chuckle,1.7
1402,chuckled,1.2
1403,chucklehead,-1.9
1404,chuckleheaded,-1.3
1405,chuckleheads,-1.1
1406,chuckler,0.8
1407,chucklers,1.2
1408,chuckles,1.1
1409,chucklesome,1.1
1410,chuckling,1.4
1411,chucklingly,1.2
1412,clarifies,0.9
1413,clarity,0.4661455533885158
1414,classy,1.9
1415,clean,-0.46877101685758665
1416,cleaner,-0.2608826962059011
1417,clear,1.2345798041341265
1418,cleared,0.4
1419,clearly,-0.03551985872757709
1420,clears,0.3
1421,clever,2.2100219604711517
1422,cleverer,2.0
1423,cleverest,2.6
1424,cleverish,1.0
1425,cleverly,2.3
1426,cleverness,2.3
1427,clevernesses,1.4
1428,clouded,-0.2
1429,clueless,0.19676582152126174
1430,cock,-0.6
1431,cocksucker,-3.1
1432,cocksuckers,-2.6
1433,cocky,-0.5
1434,coerced,-1.5
1435,collapse,-1.4362845442105887
1436,collapsed,-1.1
1437,collapses,-1.2
1438,collapsing,-1.2
1439,collide,-0.3
1440,collides,-1.1
1441,colliding,-0.5
1442,collision,-1.5
1443,collisions,-1.1
1444,colluding,-1.2
1445,combat,-1.4
1446,combats,-0.8
1447,comedian,1.6
1448,comedians,1.2
1449,comedic,1.7
1450,comedically,2.1
1451,comedienne,0.6
1452,comediennes,1.6
1453,comedies,1.7
1454,comedo,0.3
1455,comedones,-0.8
1456,comedown,-0.8
1457,comedowns,-0.9
1458,comedy,1.5
1459,comfort,-0.5351870431417515
1460,comfortable,0.4080654821321621
1461,comfortableness,1.3
1462,comfortably,0.3881014174485925
1463,comforted,1.8
1464,comforter,1.9
1465,comforters,1.2
1466,comforting,1.7
1467,comfortingly,1.7
1468,comfortless,-1.8
1469,comforts,2.1
1470,commend,1.9
1471,commended,1.9
1472,commit,-0.2432867657597652
1473,commitment,-0.12874444603697863
1474,commitments,0.5
1475,commits,0.1
1476,committed,1.1
1477,committing,0.3
1478,compassion,2.0
1479,compassionate,2.2
1480,compassionated,1.6
1481,compassionately,1.7
1482,compassionateness,0.9
1483,compassionates,1.6
1484,compassionating,1.6
1485,compassionless,-2.6
1486,compelled,0.2
1487,compelling,0.6981389055256094
1488,competent,1.3
1489,competitive,-0.08880040698874012
1490,complacent,-0.3
1491,complain,0.5950241945450588
1492,complainant,-0.7
1493,complainants,-1.1
1494,complained,-1.7
1495,complainer,-1.8
1496,complainers,-1.3
1497,complaining,-0.8
1498,complainingly,-1.7
1499,complains,-1.6
1500,complaint,0.7666200838490715
1501,complaints,-1.7
1502,compliment,2.1
1503,complimentarily,1.7
1504,complimentary,1.9
1505,complimented,1.8
1506,complimenting,2.3
1507,compliments,1.7
1508,comprehensive,1.2349053754523898
1509,conciliate,1.0
1510,conciliated,1.1
1511,conciliates,1.1
1512,conciliating,1.3
1513,condemn,-1.6
1514,condemnation,-2.8
1515,condemned,-1.9
1516,condemns,-2.3
1517,confidence,-0.029241991346726393
1518,confident,0.05865805187026989
1519,confidently,2.1
1520,conflict,-1.3
1521,conflicting,-1.7
1522,conflictive,-1.8
1523,conflicts,-1.6
1524,confront,-0.7
1525,confrontation,-1.3
1526,confrontational,-1.6
1527,confrontationist,-1.0
1528,confrontationists,-1.2
1529,confrontations,-1.5
1530,confronted,-0.8
1531,confronter,-0.3
1532,confronters,-1.3
1533,confronting,-0.6
1534,confronts,-0.9
1535,confuse,-0.09611925482595905
1536,confused,0.6807746057097228
1537,confusedly,-0.6
1538,confusedness,-1.5
1539,confuses,-1.3
1540,confusing,-0.9
1541,confusingly,-1.4
1542,confusion,0.1987184677487642
1543,confusional,-1.2
1544,confusions,-0.9
1545,congrats,2.4
1546,congratulate,2.2
1547,congratulation,0.44080654821321624
1548,congratulations,2.9
1549,consent,0.9
1550,consents,1.0
1551,considerate,1.9
1552,consolable,1.1
1553,conspiracy,-0.13496359834327418
1554,constrained,-0.4
1555,contagion,-2.0
1556,contagions,-1.5
1557,contagious,-1.4
1558,contempt,-2.8
1559,contemptibilities,-2.0
1560,contemptibility,-0.9
1561,contemptible,-1.6
1562,contemptibleness,-1.9
1563,contemptibly,-1.4
1564,contempts,-1.0
1565,contemptuous,-2.2
1566,contemptuously,-2.4
1567,contemptuousness,-1.1
1568,contend,0.053576289950815814
1569,contender,-0.22077735937561072
1570,contented,1.4
1571,contentedly,1.9
1572,contentedness,1.4
1573,contentious,-1.2
1574,contentment,1.5
1575,contestable,0.6
1576,contradict,-1.3
1577,contradictable,-1.0
1578,contradicted,-1.3
1579,contradicting,-1.3
1580,contradiction,-1.0
1581,contradictions,-1.3
1582,contradictious,-1.9
1583,contradictor,-1.0
1584,contradictories,-0.5
1585,contradictorily,-0.9
1586,contradictoriness,-1.4
1587,contradictors,-1.6
1588,contradictory,-1.4
1589,contradicts,-1.4
1590,controversial,-0.8
1591,controversially,-1.1
1592,convince,-0.3991035480214218
1593,convinced,-0.17098950678226688
1594,convincer,0.6
1595,convincers,0.3
1596,convinces,0.7
1597,convincing,0.17795016589187101
1598,convincingly,1.6
1599,convincingness,0.7
1600,convivial,1.2
1601,cool,0.5899532102719305
1602,cornered,-1.1
1603,corpse,-2.7
1604,costly,-0.22152787731116527
1605,courage,2.2
1606,courageous,2.4
1607,courageously,2.3
1608,courageousness,2.1
1609,courteous,2.3
1610,courtesy,-0.18133264938180363
1611,cover-up,-1.2
1612,coward,-2.0
1613,cowardly,-1.6
1614,coziness,1.5
1615,cramp,-0.8
1616,crap,-0.8511603059402953
1617,crappy,-0.23659137531197963
1618,crash,-0.33446630766395585
1619,craze,-0.6
1620,crazed,-0.5
1621,crazes,0.2
1622,crazier,-0.1
1623,craziest,-0.2
1624,crazily,-1.5
1625,craziness,-1.6
1626,crazinesses,-1.0
1627,crazing,-0.5
1628,crazy,0.24301322554466923
1629,crazyweed,0.8
1630,create,0.10363756585663546
1631,created,1.0
1632,creates,1.1
1633,creatin,0.1
1634,creatine,0.2
1635,creating,1.2
1636,creatinine,0.4
1637,creation,-0.1346762739911661
1638,creationism,0.7
1639,creationisms,1.1
1640,creationist,0.8
1641,creationists,0.5
1642,creations,1.6
1643,creative,-0.026515694424537765
1644,creatively,1.5
1645,creativeness,1.8
1646,creativities,1.7
1647,creativity,1.6
1648,credit,-0.1620690148098515
1649,creditabilities,1.4
1650,creditability,1.9
1651,creditable,1.8
1652,creditableness,1.2
1653,creditably,1.7
1654,credited,1.5
1655,crediting,0.6
1656,creditor,-1.3215422101189622
1657,credits,1.5
1658,creditworthiness,1.9
1659,creditworthy,2.4
1660,crestfallen,-2.5
1661,cried,-1.6
1662,cries,-1.7
1663,crime,-0.8786151500785293
1664,criminal,-2.4
1665,criminals,-2.7
1666,crisis,-0.31462846362300073
1667,critic,-1.1
1668,critical,-0.6127401799188935
1669,criticise,-1.9
1670,criticised,-1.8
1671,criticises,-1.3
1672,criticising,-1.7
1673,criticism,-1.9
1674,criticisms,-0.9
1675,criticizable,-1.0
1676,criticize,-1.6
1677,criticized,-1.5
1678,criticizer,-1.5
1679,criticizers,-1.6
1680,criticizes,-1.4
1681,criticizing,-1.5
1682,critics,-1.2
1683,crude,-0.37842140659970674
1684,crudely,-1.2
1685,crudeness,-2.0
1686,crudenesses,-2.0
1687,cruder,-2.0
1688,crudes,-1.1
1689,crudest,-2.4
1690,cruel,-2.8
1691,crueler,-2.3
1692,cruelest,-2.6
1693,crueller,-2.4
1694,cruellest,-2.9
1695,cruelly,-2.8
1696,cruelness,-2.9
1697,cruelties,-2.3
1698,cruelty,-2.9
1699,crush,0.03805610507147742
1700,crushed,-0.5384835889350723
1701,crushes,-1.9
1702,crushing,-1.5
1703,cry,-0.03888216406424078
1704,crying,-2.1
1705,cunt,-2.2
1706,cunts,-2.9
1707,curious,0.11279037355401796
1708,curse,-2.5
1709,cut,-0.13496130141894785
1710,cute,0.13596255032258459
1711,cutely,1.3
1712,cuteness,2.3
1713,cutenesses,1.9
1714,cuter,2.3
1715,cutes,1.8
1716,cutesie,1.0
1717,cutesier,1.5
1718,cutesiest,2.2
1719,cutest,2.8
1720,cutesy,2.1
1721,cutey,2.1
1722,cuteys,1.5
1723,cutie,1.5
1724,cutiepie,2.0
1725,cuties,2.2
1726,cuts,-1.2
1727,cutting,-0.5
1728,cynic,-1.4
1729,cynical,-1.6
1730,cynically,-1.3
1731,cynicism,-1.7
1732,cynicisms,-1.7
1733,cynics,-0.3
1734,d-:,1.6
1735,damage,-0.15991318413562935
1736,damaged,-1.9
1737,damager,-1.9
1738,damagers,-2.0
1739,damages,2.578550099183174
1740,damaging,-2.3
1741,damagingly,-2.0
1742,damn,-0.2554106349433851
1743,damnable,-1.7
1744,damnableness,-1.8
1745,damnably,-1.7
1746,damnation,-2.6
1747,damnations,-1.4
1748,damnatory,-2.6
1749,damned,-1.6
1750,damnedest,-0.5
1751,damnified,-2.8
1752,damnifies,-1.8
1753,damnify,-2.2
1754,damnifying,-2.4
1755,damning,-1.4
1756,damningly,-2.0
1757,damnit,-2.4
1758,damns,-2.2
1759,danger,-0.8442242280384692
1760,dangered,-2.4
1761,dangering,-2.5
1762,dangerous,-0.7562714013761073
1763,dangerously,-1.1337250967464525
1764,dangerousness,-2.0
1765,dangers,-2.2
1766,daredevil,0.5
1767,daring,1.5
1768,daringly,2.1
1769,daringness,1.4
1770,darings,0.4
1771,darkest,-2.2
1772,darkness,-1.0
1773,darling,0.04749604557949535
1774,darlingly,1.6
1775,darlingness,2.3
1776,darlings,2.2
1777,dauntless,2.3
1778,daze,-0.7
1779,dazed,-0.7
1780,dazedly,-0.4
1781,dazedness,-0.5
1782,dazes,-0.3
1783,dead,-0.3859661724019607
1784,deadlock,-1.4
1785,deafening,-1.2
1786,dear,-0.010258142386631015
1787,dearer,1.9
1788,dearest,2.6
1789,dearie,2.2
1790,dearies,1.0
1791,dearly,1.8
1792,dearness,2.0
1793,dears,1.9
1794,dearth,-2.3
1795,dearths,-0.9
1796,deary,1.9
1797,death,-0.9112469809854378
1798,debonair,0.8
1799,debt,-0.3677588090189075
1800,decay,-0.3084791829237864
1801,decayed,-1.6
1802,decayer,-1.6
1803,decayers,-1.6
1804,decaying,-1.7
1805,decays,-1.7
1806,deceit,-2.0
1807,deceitful,-1.9
1808,deceive,-1.7
1809,deceived,-1.9
1810,deceives,-1.6
1811,deceiving,-1.4
1812,deception,-1.9
1813,decisive,-0.5322997093971291
1814,dedicated,2.0
1815,defeat,-2.0
1816,defeated,-2.1
1817,defeater,-1.4
1818,defeaters,-0.9
1819,defeating,-1.6
1820,defeatism,-1.3
1821,defeatist,-1.7
1822,defeatists,-2.1
1823,defeats,-1.3
1824,defeature,-1.9
1825,defeatures,-1.5
1826,defect,-1.4
1827,defected,-1.7
1828,defecting,-1.8
1829,defection,-1.4
1830,defections,-1.5
1831,defective,-1.9
1832,defectively,-2.1
1833,defectiveness,-1.8
1834,defectives,-1.8
1835,defector,-1.9
1836,defectors,-1.3
1837,defects,-1.7
1838,defence,0.4
1839,defenceman,0.4
1840,defencemen,0.6
1841,defences,-0.2
1842,defender,0.4
1843,defenders,0.3
1844,defense,-0.06219444150798418
1845,defenseless,-1.4
1846,defenselessly,-1.1
1847,defenselessness,-1.3
1848,defenseman,0.1
1849,defensemen,-0.4
1850,defenses,0.7
1851,defensibility,0.4
1852,defensible,0.8
1853,defensibly,0.1
1854,defensive,-0.05016931266337211
1855,defensively,-0.6
1856,defensiveness,-0.4
1857,defensives,-0.3
1858,defer,-1.2
1859,deferring,-0.7
1860,defiant,-0.9
1861,deficit,-1.21092159954135
1862,definite,-0.021087922428351495
1863,definitely,0.19779808353245756
1864,degradable,-1.0
1865,degradation,-2.4
1866,degradations,-1.5
1867,degradative,-2.0
1868,degrade,-1.9
1869,degraded,-1.8
1870,degrader,-2.0
1871,degraders,-2.0
1872,degrades,-2.1
1873,degrading,-2.8
1874,degradingly,-2.7
1875,dehumanize,-1.8
1876,dehumanized,-1.9
1877,dehumanizes,-1.5
1878,dehumanizing,-2.4
1879,deject,-2.2
1880,dejected,-2.2
1881,dejecting,-2.3
1882,dejects,-2.0
1883,delay,0.05679588062242679
1884,delayed,-0.9
1885,delectable,2.9
1886,delectables,1.4
1887,delectably,2.8
1888,delicate,0.2
1889,delicately,1.0
1890,delicates,0.6
1891,delicatessen,0.4
1892,delicatessens,0.4
1893,delicious,0.3469754442004392
1894,deliciously,1.9
1895,deliciousness,1.8
1896,delight,2.9
1897,delighted,2.3
1898,delightedly,2.4
1899,delightedness,2.1
1900,delighter,2.0
1901,delighters,2.6
1902,delightful,2.8
1903,delightfully,2.7
1904,delightfulness,2.1
1905,delighting,1.6
1906,delights,2.0
1907,delightsome,2.3
1908,demand,-0.4261370065553736
1909,demanded,-0.9
1910,demanding,-0.9
1911,demonstration,0.4
1912,demoralized,-1.6
1913,denied,-1.9
1914,denier,-1.5
1915,deniers,-1.1
1916,denies,-1.8
1917,denounce,-1.4
1918,denounces,-1.9
1919,deny,0.2625052682948469
1920,denying,-1.4
1921,depress,-2.2
1922,depressant,-1.6
1923,depressants,-1.6
1924,depressed,-2.3
1925,depresses,-2.2
1926,depressible,-1.7
1927,depressing,-1.6
1928,depressingly,-2.3
1929,depression,-0.6325545841096947
1930,depressions,-2.2
1931,depressive,-1.6
1932,depressively,-2.1
1933,depressives,-1.5
1934,depressor,-1.8
1935,depressors,-1.7
1936,depressurization,-0.3
1937,depressurizations,-0.4
1938,depressurize,-0.5
1939,depressurized,-0.3
1940,depressurizes,-0.3
1941,depressurizing,-0.7
1942,deprival,-2.1
1943,deprivals,-1.2
1944,deprivation,-1.8
1945,deprivations,-1.8
1946,deprive,-2.1
1947,deprived,-2.1
1948,depriver,-1.6
1949,deprivers,-1.4
1950,deprives,-1.7
1951,depriving,-2.0
1952,derail,-1.2
1953,derailed,-1.4
1954,derails,-1.3
1955,deride,-1.1
1956,derided,-0.8
1957,derides,-1.0
1958,deriding,-1.5
1959,derision,-1.2
1960,desirable,1.3
1961,desire,1.7
1962,desired,1.1
1963,desirous,1.3
1964,despair,-1.3
1965,despaired,-2.7
1966,despairer,-1.3
1967,despairers,-1.3
1968,despairing,-2.3
1969,despairingly,-2.2
1970,despairs,-2.7
1971,desperate,-0.16352141162231473
1972,desperately,-0.07411364613600516
1973,desperateness,-1.5
1974,desperation,-0.09058334527733983
1975,desperations,-2.2
1976,despise,-1.4
1977,despised,-1.7
1978,despisement,-2.4
1979,despisements,-2.5
1980,despiser,-1.8
1981,despisers,-1.6
1982,despises,-2.0
1983,despising,-2.7
1984,despondent,-2.1
1985,destroy,-0.0442979312980745
1986,destroyed,-2.2
1987,destroyer,-2.0
1988,destroyers,-2.3
1989,destroying,-2.6
1990,destroys,-2.6
1991,destruct,-2.4
1992,destructed,-1.9
1993,destructibility,-1.8
1994,destructible,-1.5
1995,destructing,-2.5
1996,destruction,-0.3837884918578627
1997,destructionist,-2.6
1998,destructionists,-2.1
1999,destructions,-2.3
2000,destructive,-3.0
2001,destructively,-2.4
2002,destructiveness,-2.4
2003,destructivity,-2.2
2004,destructs,-2.4
2005,detached,-0.5
2006,detain,-1.8
2007,detained,-1.7
2008,detention,-1.5
2009,determinable,0.9
2010,determinableness,0.2
2011,determinably,0.9
2012,determinacy,1.0
2013,determinant,0.2
2014,determinantal,-0.3
2015,determinate,0.8
2016,determinately,1.2
2017,determinateness,1.1
2018,determination,1.6418446795767618
2019,determinations,0.8
2020,determinative,1.1
2021,determinatives,0.9
2022,determinator,1.1
2023,determined,1.4
2024,devastate,-3.1
2025,devastated,-3.0
2026,devastates,-2.8
2027,devastating,-3.3
2028,devastatingly,-2.4
2029,devastation,-1.8
2030,devastations,-1.9
2031,devastative,-3.2
2032,devastator,-2.8
2033,devastators,-2.9
2034,devil,-0.8366831677710276
2035,deviled,-1.6
2036,devilfish,-0.8
2037,devilfishes,-0.6
2038,deviling,-2.2
2039,devilish,-2.1
2040,devilishly,-1.6
2041,devilishness,-2.3
2042,devilkin,-2.4
2043,devilled,-2.3
2044,devilling,-1.8
2045,devilment,-1.9
2046,devilments,-1.1
2047,devilries,-1.6
2048,devilry,-2.8
2049,devils,-2.7
2050,deviltries,-1.5
2051,deviltry,-2.8
2052,devilwood,-0.8
2053,devilwoods,-1.0
2054,devote,1.4
2055,devoted,1.7
2056,devotedly,1.6
2057,devotedness,2.0
2058,devotee,1.6
2059,devotees,0.5
2060,devotement,1.5
2061,devotements,1.1
2062,devotes,1.6
2063,devoting,2.1
2064,devotion,2.0
2065,devotional,1.2
2066,devotionally,2.2
2067,devotionals,1.2
2068,devotions,1.8
2069,diamond,-0.2827072715894771
2070,dick,-2.3
2071,dickhead,-3.1
2072,die,-0.3318477693553762
2073,died,-2.6
2074,difficult,-0.010923088664238152
2075,difficulties,-1.2
2076,difficultly,-1.7
2077,difficulty,-1.4
2078,diffident,-1.0
2079,dignified,2.2
2080,dignifies,2.0
2081,dignify,1.8
2082,dignifying,2.1
2083,dignitaries,0.6
2084,dignitary,1.9
2085,dignities,1.4
2086,dignity,1.7
2087,dilemma,-0.7
2088,dipshit,-2.1
2089,dire,-2.0
2090,direful,-3.1
2091,dirt,-0.4401700826525251
2092,dirtier,-1.4
2093,dirtiest,-2.4
2094,dirty,-0.06692156581709655
2095,disabling,-2.1
2096,disadvantage,-1.8
2097,disadvantaged,-1.7
2098,disadvantageous,-1.8
2099,disadvantageously,-2.1
2100,disadvantageousness,-1.6
2101,disadvantages,-1.7
2102,disagree,0.37739677035174285
2103,disagreeable,-1.7
2104,disagreeableness,-1.7
2105,disagreeablenesses,-1.9
2106,disagreeably,-1.5
2107,disagreed,-1.3
2108,disagreeing,-1.4
2109,disagreement,-1.5
2110,disagreements,-1.8
2111,disagrees,-1.3
2112,disappear,-0.02127227557211793
2113,disappeared,-0.9
2114,disappears,-1.4
2115,disappoint,-0.47170826324087417
2116,disappointed,0.1936419207331563
2117,disappointedly,-1.7
2118,disappointing,-0.6064245936998567
2119,disappointingly,-1.9
2120,disappointment,-0.7579449359584092
2121,disappointments,-2.0
2122,disappoints,-1.6
2123,disaster,-0.4616597391428978
2124,disasters,-2.6
2125,disastrous,-2.9
2126,disbelieve,-1.2
2127,discard,-1.0
2128,discarded,-1.4
2129,discarding,-0.7
2130,discards,-1.0
2131,discomfort,-1.8
2132,discomfortable,-1.6
2133,discomforted,-1.6
2134,discomforting,-1.6
2135,discomforts,-1.3
2136,disconsolate,-2.3
2137,disconsolation,-1.7
2138,discontented,-1.8
2139,discord,-1.7
2140,discounted,0.2
2141,discourage,-1.8
2142,discourageable,-1.2
2143,discouraged,-1.7
2144,discouragement,-2.0
2145,discouragements,-1.8
2146,discourager,-1.7
2147,discouragers,-1.9
2148,discourages,-1.9
2149,discouraging,-1.9
2150,discouragingly,-1.8
2151,discredited,-1.9
2152,disdain,-2.1
2153,disgrace,-2.2
2154,disgraced,-2.0
2155,disguise,-1.0
2156,disguised,-1.1
2157,disguises,-1.0
2158,disguising,-1.3
2159,disgust,-2.9
2160,disgusted,-2.4
2161,disgustedly,-3.0
2162,disgustful,-2.6
2163,disgusting,-2.4
2164,disgustingly,-2.9
2165,disgusts,-2.1
2166,dishearten,-2.0
2167,disheartened,-2.2
2168,disheartening,-1.8
2169,dishearteningly,-2.0
2170,disheartenment,-2.3
2171,disheartenments,-2.2
2172,disheartens,-2.2
2173,dishonest,-2.7
2174,disillusion,-1.0
2175,disillusioned,-1.9
2176,disillusioning,-1.3
2177,disillusionment,-1.7
2178,disillusionments,-1.5
2179,disillusions,-1.6
2180,disinclined,-1.1
2181,disjointed,-1.3
2182,dislike,-1.6
2183,disliked,-1.7
2184,dislikes,-1.7
2185,disliking,-1.3
2186,dismal,-3.0
2187,dismay,-1.8
2188,dismayed,-1.9
2189,dismaying,-2.2
2190,dismayingly,-1.9
2191,dismays,-1.8
2192,disorder,-1.7
2193,disorganized,-1.2
2194,disoriented,-1.5
2195,disparage,-2.0
2196,disparaged,-1.4
2197,disparages,-1.6
2198,disparaging,-2.2
2199,displeased,-1.9
2200,dispute,-1.7
2201,disputed,-1.4
2202,disputes,-1.1
2203,disputing,-1.7
2204,disqualified,-1.8
2205,disquiet,-1.3
2206,disregard,-1.1
2207,disregarded,-1.6
2208,disregarding,-0.9
2209,disregards,-1.4
2210,disrespect,-1.8
2211,disrespected,-2.0
2212,disruption,-1.5
2213,disruptions,-1.4
2214,disruptive,-1.3
2215,dissatisfaction,-2.2
2216,dissatisfactions,-1.9
2217,dissatisfactory,-2.0
2218,dissatisfied,-1.6
2219,dissatisfies,-1.8
2220,dissatisfy,-2.2
2221,dissatisfying,-2.4
2222,distort,-1.3
2223,distorted,-1.7
2224,distorting,-1.1
2225,distorts,-1.4
2226,distract,0.7164893401667203
2227,distractable,-1.3
2228,distracted,-1.4
2229,distractedly,-0.9
2230,distractibility,-1.3
2231,distractible,-1.5
2232,distracting,-1.2
2233,distractingly,-1.4
2234,distraction,-1.6
2235,distractions,-1.0
2236,distractive,-1.6
2237,distracts,-1.3
2238,distraught,-2.6
2239,distress,-2.4
2240,distressed,-1.8
2241,distresses,-1.6
2242,distressful,-2.2
2243,distressfully,-1.7
2244,distressfulness,-2.4
2245,distressing,-1.7
2246,distressingly,-2.2
2247,distrust,-1.8
2248,distrusted,-2.4
2249,distrustful,-2.1
2250,distrustfully,-1.8
2251,distrustfulness,-1.6
2252,distrusting,-2.1
2253,distrusts,-1.3
2254,disturb,-1.7
2255,disturbance,-1.6
2256,disturbances,-1.4
2257,disturbed,-1.6
2258,disturber,-1.4
2259,disturbers,-2.1
2260,disturbing,-2.3
2261,disturbingly,-2.3
2262,disturbs,-1.9
2263,dithering,-0.5
2264,divination,1.7
2265,divinations,1.1
2266,divinatory,1.6
2267,divine,2.6
2268,divined,0.8
2269,divinely,2.9
2270,diviner,0.3
2271,diviners,1.2
2272,divines,0.8
2273,divinest,2.7
2274,diving,-0.0270950289245697
